stdno,name,gender,country,curriculum,scholarship,college,earned,classif,yearlevel,allowed,grp,npriority,nalternates,ncurrent
6435-65367,Karen McDonald,M,1,BSAM-2011,0,CAS,78,3,3,18,4,3,0,0,
3065-33311,Max Mathis,F,1,BSABE-2011,0,CEAT,60,2,3,20,4,3,0,0,
7119-47939,Jennifer Paige,M,1,BSCHE-2011-GEN,0,CEAT,117,3,4,19,4,8,2,0,
6573-34047,Anne Arnold,F,1,BSAECO-2011,0,CEM,126,4,4,18,4,6,0,0,
8411-94562,Joe Lewis,F,1,BSMST-2011-BIO,0,CAS,112,3,4,12,4,4,0,0,
8375-37435,Ella Bond,M,1,BSBIO-2011,0,CAS,96,3,4,19,4,6,3,0,
1372-17891,Lillian Arnold,F,1,BSMATH-2011,0,CAS,69,3,3,18,4,6,1,0,
1726-83323,Fiona Peters,M,1,BSN-2002,0,CHE,96,3,3,21,4,8,2,0,
3245-69288,Anne Arnold,F,1,BSBIO-2011,0,CAS,121,4,4,19,4,6,4,0,
9709-18812,Frank North,F,1,BSCHEM-2011,0,CAS,118,3,4,18,4,3,0,0,
5282-51221,Jan Parsons,M,1,BSABE-2011,0,CEAT,122,3,4,20,4,6,0,0,
2984-21502,Ian Wallace,F,1,BSABE-2011,0,CEAT,82,2,3,20,4,7,3,0,
2499-55289,Kylie Gill,F,1,BSA-2011,0,CA,100,3,4,21,4,8,2,0,
9692-21048,Jan Welch,M,1,BSCS-2011-SP-PR,0,CAS,102,3,4,17,4,6,3,0,
2287-96338,Kylie Gill,F,1,DVM-2002,0,CVM,88,2,3,21,4,6,1,0,
6237-16879,Victor Burgess,M,1,BACA-2011-PR,0,CAS,69,2,3,18,4,6,3,0,
2023-39279,Julian Hughes,F,1,BSEE-2011,0,CEAT,105,3,4,20,4,6,4,0,
1811-16866,Frank Hunter,F,1,BSFT-2011-PR,0,CA,112,3,4,18,4,5,0,0,
6367-94061,James Oliver,F,1,DVM-2002,0,CVM,122,3,4,21,4,6,1,0,
9310-02295,Jane Churchill,F,1,BSDC-2008,0,CDC,117,4,4,18,4,5,0,0,
9614-89104,Matt May,F,1,BSMST-2011-MATH,0,CAS,129,4,4,12,4,1,0,0,
3144-75030,Emily Murray,M,1,BSCE-2011,0,CEAT,95,3,4,21,4,4,0,0,
3702-89311,Theresa Grant,F,1,BACA-2011,0,CAS,93,3,4,18,4,6,1,0,
4036-71231,Amy Thomson,M,1,BSIE-2011,0,CEAT,125,3,4,24,4,8,5,0,
0502-29730,Adam Churchill,F,1,BSDC-2008,0,CDC,15,1,1,18,4,8,8,0,
4874-02443,Jason Parr,F,1,BACA-2011,0,CAS,84,3,3,18,4,6,2,0,
4609-82541,Rebecca Smith,M,1,BSAM-2011,0,CAS,46,2,2,20,4,7,1,0,
9553-15048,Owen Coleman,F,1,BSDC-2008,0,CDC,144,4,4,19,4,2,0,0,
6222-70391,Jane Baker,M,1,BSCHE-2011-GEN,0,CEAT,73,2,3,20,4,9,5,0,
4556-68414,Robert Sanderson,M,1,BSCS-2011-SP-PR,0,CAS,126,4,4,17,4,3,0,0,
1446-00001,Simon Lyman,F,1,BSDC-2008,0,CDC,129,4,4,18,4,4,0,0,
2596-45840,Isaac Nolan,M,1,BSMST-2011-PHYS,0,CAS,71,2,3,20,4,6,7,0,
5754-75375,Christian Lyman,F,1,BSFT-2011,0,CA,130,4,4,20,4,7,1,0,
5877-24975,Sebastian Dyer,F,1,BSA-2011,0,CA,129,4,4,21,4,5,0,0,
2434-84280,Vanessa King,F,1,BSMATH-2011,0,CAS,90,3,4,18,4,6,3,0,
6052-83654,Lauren Bower,F,1,BSAM-2011,0,CAS,81,3,3,18,4,7,2,0,
2491-85112,Diana Martin,F,1,BSECO-2011,0,CEM,112,4,4,19,4,7,0,0,
9177-79326,Rose Berry,M,1,BSEE-2011,0,CEAT,89,2,3,20,4,6,1,0,
7255-14440,Grace Davies,F,1,BSBIO-2011,0,CAS,125,4,4,19,4,5,0,0,
2823-08249,Anne Arnold,F,1,BSBIO-2011,0,CAS,78,3,3,21,4,5,0,0,
0948-68390,Elizabeth Campbell,M,1,BSABE-2011,0,CEAT,93,2,3,20,4,4,0,0,
8035-00996,Jessica Johnston,M,1,BSAM-2011,0,CAS,108,4,4,18,4,4,0,0,
6979-55985,Katherine Morgan,F,1,DVM-2002,0,CVM,102,2,4,21,4,6,0,0,
1946-60772,Evan Clark,M,1,BSHE-2011,0,CHE,77,3,3,21,4,6,0,0,
5875-45173,Yvonne McGrath,M,1,BSCHE-2011-GEN,0,CEAT,143,3,5,20,4,6,1,0,
6457-06646,Julian Randall,F,1,BSDC-2008,0,CDC,114,4,4,18,4,6,2,0,
8829-56420,Irene Young,M,1,BSCHEM-2011,0,CAS,99,3,3,19,4,8,0,0,
8902-45040,Sally Forsyth,M,1,BSCS-2011-SP-PR,0,CAS,104,3,4,17,4,6,3,0,
5678-95595,Jane Churchill,F,1,BSDC-2008,0,CDC,98,3,4,18,4,7,4,0,
8156-45009,Alexandra Rees,M,1,BSCHE-2011-GEN,0,CEAT,111,3,4,19,4,7,2,0,
5429-49438,Anna Wright,F,1,BSDC-2008,0,CDC,111,3,4,18,4,7,2,0,
6167-25653,Stephen Chapman,F,1,BSEE-2011,0,CEAT,131,3,4,20,4,4,0,0,
0494-31256,Justin Forsyth,F,1,BSAECO-2011,0,CEM,99,3,4,18,4,5,0,0,
3560-09433,Grace May,F,1,BSA-2011,0,CA,62,2,3,21,4,8,5,0,
7584-73424,Pippa Dyer,M,1,BSAC-2011,0,CA-CAS,139,3,5,19,4,4,0,0,
1373-55717,Fiona Peters,M,1,BSEE-2011,0,CEAT,92,2,3,20,4,6,3,0,
8476-18639,Dominic Smith,F,1,BSABE-2011,0,CEAT,111,3,4,20,4,5,0,0,
9355-15873,Luke Howard,M,1,BSEE-2011,0,CEAT,139,3,5,19,4,4,0,0,
0707-22373,Connor Fisher,F,1,BSIE-2011,0,CEAT,94,2,3,20,4,6,6,0,
4806-73556,Rebecca Manning,M,1,BSCE-2011,0,CEAT,89,2,3,17,4,4,0,0,
9172-11045,Deirdre Gibson,F,1,BSCS-2011-SP-PR,0,CAS,53,2,3,18,4,7,4,0,
5676-75039,Jane Martin,F,1,BSAM-2011,0,CAS,84,3,3,18,4,6,4,0,
0823-20807,Isaac Powell,F,1,BSHE-2011,0,CHE,101,3,4,21,4,7,0,0,
2580-68718,Joan Wright,F,1,BSECO-2011,0,CEM,106,3,4,19,4,6,0,0,
5083-69320,Chloe Dyer,F,1,BSBIO-2011,0,CAS,94,3,4,19,4,6,10,0,
8056-07423,Rebecca Ball,F,1,BSN-2002,0,CHE,96,3,3,21,4,8,3,0,
7719-96023,Sebastian North,M,1,BSAM-2011,0,CAS,105,3,4,18,4,6,1,0,
0595-64688,Wendy Wilkins,F,1,BSDC-2008,0,CDC,129,4,4,18,4,4,0,0,
9180-91610,Sebastian North,F,1,BSABT-2011,0,CA,112,3,4,19,4,6,0,0,
2039-24410,Donna Hardacre,M,1,BSCE-2011,0,CEAT,107,3,4,21,4,7,0,0,
4813-16034,Lauren Bower,F,1,BSF-2011,0,CFNR,30,1,2,21,4,7,5,0,
4718-26445,Oliver Young,M,1,BSCHEM-2011,0,CAS,124,4,4,18,4,8,3,0,
1029-68453,Thomas Carr,F,1,BSFT-2011-PR,0,CA,113,3,4,18,4,4,0,0,
4258-52651,Nicola Lawrence,F,1,BSCS-2011-SP-PR,0,CAS,110,4,4,17,4,6,0,0,
0497-91919,Leonard Edmunds,M,1,BSABE-2011,0,CEAT,109,3,4,20,4,7,3,0,
1010-31525,Jacob Greene,M,1,BSBIO-2011,0,CAS,88,3,3,21,4,7,4,0,
0380-22940,Olivia Baker,F,1,BSCS-2011-SP-PR,0,CAS,132,4,4,17,4,4,0,0,
7960-26027,Brian Newman,M,1,BSCHE-2011-GEN,0,CEAT,80,2,3,20,4,9,1,0,
1237-61966,Jacob Clark,F,1,BSN-2002,0,CHE,121,4,4,21,4,5,0,0,
2234-83069,Peter Knox,F,1,BACA-2011-PR,0,CAS,120,4,4,18,4,1,0,0,
9132-20671,Jason Payne,M,1,BSAM-2011,0,CAS,63,2,3,18,4,7,5,0,
3538-27297,Matt May,F,1,DVM-2002,0,CVM,47,1,2,19,4,6,2,0,
6381-92335,Olivia Davies,M,1,BSEE-2011,0,CEAT,59,2,3,20,4,2,0,0,
2689-12599,Stewart Lewis,F,1,DVM-2011,0,CVM,153,3,5,21,4,7,1,0,
7604-94937,Brandon Slater,F,1,BSABE-2011,0,CEAT,112,3,4,20,4,6,0,0,
7192-92168,Warren Rutherford,M,1,BSBIO-2011,0,CAS,64,2,3,21,4,6,0,0,
4342-20356,Gordon Harris,M,1,BSEE-2011,0,CEAT,77,2,3,20,4,3,0,0,
0162-41649,John Bell,F,1,BSDC-2008,0,CDC,138,4,4,19,4,2,0,0,
5692-76127,Ryan Metcalfe,F,1,BSN-2002,0,CHE,78,3,3,21,4,5,0,0,
8994-72079,Carol Hughes,F,1,BSBIO-2011,0,CAS,97,3,4,19,4,6,4,0,
3391-64104,Jan Wilson,F,1,BSF-2011,0,CFNR,99,3,4,18,4,6,0,0,
6373-95575,Yvonne McGrath,M,1,BSBIO-2011,0,CAS,124,4,4,19,4,6,2,0,
6503-60908,Melanie Quinn,M,1,BSBIO-2011,0,CAS,133,4,4,19,4,4,0,0,
4651-59293,Eric Brown,M,1,BSEE-2011,0,CEAT,128,3,4,20,4,3,0,0,
5674-73154,Ella Alsop,M,1,BSIE-2011,0,CEAT,41,1,2,21,4,9,0,0,
5015-76508,Rachel Randall,F,1,BSBIO-2011,0,CAS,121,4,4,19,4,5,0,0,
0441-38007,Virginia Ince,F,1,BSEE-2011,0,CEAT,70,2,3,20,4,1,0,0,
2781-86407,Stephanie Sanderson,F,1,BSMATH-2011,0,CAS,105,4,4,18,4,6,0,0,
9227-28509,Karen McDonald,M,1,BSABE-2011,0,CEAT,126,3,4,20,4,7,1,0,
9366-74600,Theresa Ellison,M,1,BSFT-2011,0,CA,109,3,4,20,4,6,2,0,
1788-90825,Liam Blake,F,1,DVM-2011,0,CVM,130,3,4,21,4,5,0,0,
4085-36722,Leah White,M,1,BSABM-2011,0,CEM,86,3,3,18,4,6,0,0,
3436-35611,Connor Thomson,M,1,BSFT-2011-PR,0,CA,112,3,4,18,4,5,0,0,
6506-71039,Michelle Forsyth,M,1,BSAM-2011,0,CAS,90,3,4,18,4,6,2,0,
6447-36305,Victor Abraham,F,1,BSMATH-2011,0,CAS,87,3,4,18,4,6,5,0,
7123-54136,Nicholas Greene,M,1,BSAM-2011,0,CAS,123,4,4,18,4,3,0,0,
0813-17527,Faith Graham,M,1,BSCS-2011-SP-PR,0,CAS,101,3,4,17,4,7,1,0,
1472-63352,Carol Wright,M,1,BSABE-2011,0,CEAT,102,3,4,20,4,6,0,0,
1966-60207,Leonard Edmunds,F,1,BSDC-2008,0,CDC,126,4,4,18,4,7,0,0,
5829-11264,Olivia Churchill,F,1,BSCS-2011-SP-PR,0,CAS,95,3,4,17,4,5,0,0,
3967-74747,Alison Pullman,F,1,BSMST-2011-BIO,0,CAS,86,3,3,21,4,8,2,0,
1561-79277,Rebecca Ball,F,1,BSABT-2011-PR,0,CA,125,4,4,19,4,3,0,0,
6061-67499,Kevin Cameron,F,1,BSCHE-2011-GEN,0,CEAT,96,3,3,20,4,7,0,0,
6556-10675,Julia Langdon,M,1,BSABM-2011,0,CEM,77,3,3,18,4,7,0,0,
8220-46528,Fiona Ince,F,1,BSCS-2011-SP-PR,0,CAS,107,3,4,17,4,6,1,0,
9829-47693,Robert Clark,M,1,BSAECO-2011,0,CEM,98,3,4,18,4,6,1,0,
2239-97812,Amy Morgan,F,1,BSMST-2011-MATH,0,CAS,126,4,4,12,4,1,0,0,
8219-24742,Dominic Smith,F,1,BSCS-2011-SP-PR,0,CAS,132,4,4,17,4,3,0,0,
9923-77302,Owen Wilkins,M,1,BSCS-2011-SP-PR,0,CAS,98,3,4,17,4,7,2,0,
6037-02686,Jacob Nolan,F,1,BSABT-2011,0,CA,120,4,4,19,4,8,3,0,
5885-68422,Lucas Abraham,F,1,DVM-2002,0,CVM,104,2,4,21,4,5,0,0,
9110-63538,Boris Churchill,F,1,BACA-2011-PR,0,CAS,111,4,4,18,4,7,1,0,
1416-98883,Brian Newman,F,1,BSEE-2011,0,CEAT,117,3,4,20,4,7,0,0,
3485-19566,Emily Churchill,F,1,BSIE-2011,0,CEAT,116,3,4,24,4,7,5,0,
5721-69632,Richard Walsh,F,1,BSFT-2011,0,CA,109,3,4,20,4,8,2,0,
6212-23342,Isaac Simpson,F,1,BSCE-2011,0,CEAT,96,3,4,21,4,7,0,0,
5339-47829,Victor Abraham,M,1,BSCHE-2011-GEN,0,CEAT,142,3,5,20,4,6,0,0,
2261-35469,Grace May,M,1,BSABE-2011,0,CEAT,95,2,3,20,4,4,0,0,
8179-62926,Neil Rutherford,F,1,BSF-2011,0,CFNR,112,3,4,18,4,5,1,0,
0128-63956,Amelia Alsop,F,1,BSCE-2011,0,CEAT,91,2,3,17,4,4,0,0,
5855-84212,Dorothy Burgess,F,1,BSSTAT-2011,0,CAS,116,4,4,19,4,3,0,0,
2364-01925,Harry Coleman,M,1,BSCS-2011-SP-PR,0,CAS,99,3,4,17,4,6,4,0,
7077-15635,Lillian Blake,M,1,BSCE-2011,0,CEAT,79,2,3,17,4,7,2,0,
2248-43493,Ava Dickens,F,1,BASOC-2002-TH,0,CAS,123,4,4,18,4,2,0,0,
7279-49336,Leonard Edmunds,F,1,DVM-2002,0,CVM,110,2,4,21,4,5,0,0,
1124-04047,John Bell,M,1,BSBIO-2011,0,CAS,111,3,4,19,4,7,0,0,
0640-29811,Theresa Turner,M,1,BSECO-2011,0,CEM,124,4,4,19,4,6,0,0,
8146-74378,Lillian Harris,M,1,BSCS-2011-SP-PR,0,CAS,77,3,3,18,4,6,1,0,
5216-53712,Ruth Bailey,M,1,BSBIO-2011,0,CAS,106,3,4,19,4,6,1,0,
4545-03412,Megan Murray,F,1,BSEE-2011,0,CEAT,128,3,4,20,4,4,0,0,
8922-09597,Ian May,F,1,BSCE-2011,0,CEAT,116,3,4,21,4,6,0,0,
6940-62522,Wendy Manning,M,1,DVM-2002,0,CVM,121,3,4,21,4,6,0,0,
0808-28864,Pippa Walsh,M,1,BSFT-2011-PR,0,CA,103,3,4,18,4,6,0,0,
7446-80661,Mary Piper,F,1,BSEE-2011,0,CEAT,116,3,4,20,4,8,0,0,
3861-62015,Emily Bell,M,1,BSECO-2011,0,CEM,56,2,3,18,4,4,0,0,
0200-47231,Dylan Skinner,M,1,BSF-2011,0,CFNR,99,3,4,18,4,6,0,0,
9023-78203,Jane Baker,F,1,BSN-2002,0,CHE,71,2,3,21,4,7,3,0,
8097-49544,Boris Churchill,F,1,BSAECO-2011,0,CEM,120,4,4,18,4,6,0,0,
7884-46788,Gordon Harris,F,1,BSN-2002,0,CHE,114,3,4,21,4,6,0,0,
3166-65122,Richard Lee,F,1,DVM-2002,0,CVM,123,3,4,21,4,6,0,0,
7106-80526,Adam Welch,F,1,DVM-2002,0,CVM,65,2,3,21,4,6,1,0,
8305-73541,Zoe Morrison,M,1,BSCE-2011,0,CEAT,128,3,4,21,4,6,1,0,
4439-44388,Alison White,F,1,BSHE-2011,0,CHE,122,4,4,21,4,5,0,0,
3355-20343,Wendy Jones,F,1,BSABT-2011-PR,0,CA,109,3,4,19,4,2,0,0,
0872-74629,Joe Lewis,M,1,BSABT-2011-PR,0,CA,121,4,4,19,4,7,2,0,
4417-47210,Amelia Alsop,F,1,BSMST-2011-MATH,0,CAS,128,4,4,12,4,4,0,0,
8118-05066,Michelle Wilkins,M,1,BSCS-2011-SP-PR,0,CAS,126,4,4,17,4,3,0,0,
8033-40299,Julia Langdon,F,1,BSAECO-2011,0,CEM,75,3,3,18,4,6,0,0,
6128-03954,Cameron Harris,F,1,BSABT-2011-PR,0,CA,118,4,4,19,4,7,3,0,
1227-27210,Amelia James,F,1,BSF-2011,0,CFNR,114,3,4,18,4,6,2,0,
9288-31690,Adrian Mathis,F,1,BSDC-2008,0,CDC,90,3,3,18,4,7,4,0,
2279-77231,Victor Burgess,M,1,BSCE-2011,0,CEAT,90,2,3,17,4,6,2,0,
6176-53374,Nicola Burgess,F,1,BSCHE-2011-GEN,0,CEAT,90,2,3,20,4,8,2,0,
0902-13898,Luke Hart,F,1,BSF-2011,0,CFNR,99,3,4,18,4,6,0,0,
7266-92040,Sonia Carr,F,1,DVM-2002,0,CVM,117,2,4,21,4,7,1,0,
5687-13382,Ian Manning,F,1,BSCS-2011-SP-PR,0,CAS,105,3,4,17,4,7,4,0,
3088-62107,Leah Walker,M,1,BSIE-2011,0,CEAT,104,3,4,24,4,7,2,0,
5755-59005,Kevin Hardacre,F,1,BSSTAT-2011,0,CAS,107,3,4,19,4,4,0,0,
0537-80381,Michelle Bower,F,1,BSCS-2011-SP-PR,0,CAS,120,4,4,17,4,6,0,0,
0399-32432,Harry Berry,F,1,BSCE-2011,0,CEAT,107,3,4,21,4,5,0,0,
1275-45138,Neil Welch,F,1,BSAECO-2011,0,CEM,96,3,4,18,4,6,0,0,
0121-73160,John Walsh,M,2,BSAECO-2011,0,CEM,87,3,3,18,4,6,5,0,
9951-90201,Austin Piper,M,1,BSAP-2011,0,CAS,80,3,3,20,4,7,6,0,
7572-72290,Fiona Wallace,M,1,DVM-2011,0,CVM,139,3,5,21,4,6,1,0,
3658-77202,Anna Davidson,M,1,BSEE-2011,0,CEAT,125,3,4,20,4,7,0,0,
7486-72558,Faith Graham,F,1,BSF-2011,0,CFNR,96,3,4,18,4,7,4,0,
1038-02854,Evan Mackay,M,1,DVM-2002,0,CVM,105,2,4,21,4,3,0,0,
0069-62763,Alexandra Roberts,F,1,BSEE-2011,0,CEAT,122,3,4,20,4,5,0,0,
2054-55897,Richard Campbell,M,1,BSEE-2011,0,CEAT,95,3,4,20,4,6,4,0,
4713-89352,Matt May,M,1,BSA-2011-PR,0,CA,124,4,4,21,4,5,0,0,
9823-85686,Tracey Hill,M,1,BSAECO-2011,0,CEM,60,2,3,18,4,7,8,0,
9205-78803,Yvonne Dickens,M,1,BSABM-2011,0,CEM,95,3,4,18,4,1,0,0,
2673-36056,John Cornish,F,1,BSMATH-2011,0,CAS,96,3,4,18,4,6,2,0,
4150-10203,Robert Clark,F,1,BSCHEM-2011,0,CAS,114,3,4,18,4,6,1,0,
3115-42593,Jasmine Campbell,F,1,BSECO-2011,0,CEM,107,3,4,19,4,3,0,0,
2589-30004,Boris Lawrence,F,1,BSHE-2011,0,CHE,77,3,3,21,4,7,1,0,
4180-45772,Brian Gibson,F,1,BSCHE-2011-GEN,0,CEAT,101,3,4,19,4,7,1,0,
4736-52271,Carol Wright,M,1,BSABM-2011,0,CEM,119,4,4,18,4,5,0,0,
3627-27643,Lisa Hodges,F,1,BSIE-2011,0,CEAT,104,3,4,24,4,5,0,0,
0755-78519,Sam Lambert,F,1,BSAECO-2011,0,CEM,120,4,4,18,4,6,2,0,
9932-71310,Adam Marshall,M,1,BSCE-2011,0,CEAT,130,3,4,21,4,5,0,0,
0167-34897,Joseph Mills,F,1,BSIE-2011,0,CEAT,103,3,4,24,4,7,0,0,
2937-38064,Alexander Wilson,M,1,BSCE-2011,0,CEAT,82,2,3,17,4,5,0,0,
7074-14208,Dorothy Johnston,F,1,BSAECO-2011,0,CEM,75,3,3,18,4,6,6,0,
8826-63909,Christian Lyman,M,1,BSIE-2011,0,CEAT,104,3,4,24,4,9,2,0,
7476-22495,Stephanie Sanderson,F,1,BSCHEM-2011,0,CAS,113,3,4,18,4,6,1,0,
2319-74399,Austin Piper,M,1,BSCE-2011,0,CEAT,127,3,4,21,4,8,2,0,
6620-63247,Robert Clark,F,1,BSAM-2011,0,CAS,111,4,4,18,4,5,0,0,
4364-06739,Neil Underwood,F,1,BSF-2011,0,CFNR,121,4,4,18,4,5,1,0,
8800-61373,Amy Marshall,F,1,BSBIO-2011,0,CAS,72,2,3,21,4,8,0,0,
0100-10034,Leah Gray,F,1,BASOC-2002-SC,0,CAS,114,4,4,18,4,4,0,0,
2869-30585,Luke Hart,M,1,BSAP-2011,0,CAS,121,4,4,18,4,6,0,0,
7295-95058,Megan Murray,F,1,BSN-2011,0,CHE,105,3,4,19,4,4,0,0,
5865-27579,Wendy Jones,M,1,BSAP-2011,0,CAS,107,3,4,18,4,6,2,0,
0295-59501,Sue Scott,M,1,BSMATH-2011,0,CAS,99,3,4,18,4,3,0,0,
4177-93056,Vanessa King,M,1,BSAC-2011,0,CA-CAS,83,2,3,20,4,7,6,0,
8491-30552,Diane North,M,1,BSBIO-2011,0,CAS,69,2,3,21,4,9,1,0,
6353-68508,Virginia Ince,F,1,BSCHE-2011-ST,0,CEAT,143,3,5,20,4,6,0,0,
0858-10873,Amy Allan,M,1,BSMATH-2011,0,CAS,96,3,4,18,4,6,3,0,
1247-00560,Boris Churchill,M,1,BSCE-2011,0,CEAT,133,3,5,20,4,6,2,0,
7892-58562,Frank North,M,1,BSEE-2011,0,CEAT,126,3,4,20,4,4,0,0,
8563-16706,Isaac Simpson,F,1,BSECO-2011,0,CEM,80,3,3,18,4,2,0,0,
2888-33531,Stephanie Sanderson,F,1,BSN-2011,0,CHE,84,3,3,23,4,5,0,0,
4330-26196,Brian Gibson,M,1,BSABE-2011,0,CEAT,90,2,3,20,4,7,0,0,
1347-99110,Kylie Gill,F,1,BSCHEM-2011,0,CAS,129,4,4,18,4,5,0,0,
8254-34241,Dan Clark,F,1,BSMATH-2011,0,CAS,120,4,4,18,4,2,0,0,
3189-88468,Sonia Carr,M,1,DVM-2002,0,CVM,36,1,2,19,4,6,2,0,
7266-94280,Alexandra Roberts,F,1,BSECO-2011,0,CEM,123,4,4,19,4,5,0,0,
2881-26530,Anne Knox,F,1,BSBIO-2011,0,CAS,97,3,4,19,4,6,0,0,
9338-80105,Virginia Taylor,F,1,BSF-2011,0,CFNR,58,2,3,21,4,6,0,0,
4558-25030,Cameron Hunter,F,1,BSF-2011,0,CFNR,46,2,2,21,4,7,4,0,
6455-00484,Phil Reid,F,1,BSF-2011,0,CFNR,78,3,3,21,4,7,2,0,
6043-16487,Donna Hardacre,F,1,BSHE-2011,0,CHE,96,3,3,21,4,8,3,0,
1297-48917,Adam Marshall,F,1,DVM-2002,0,CVM,102,2,4,21,4,7,0,0,
8772-38888,Richard Walsh,M,1,DVM-2002,0,CVM,77,2,3,21,4,7,3,0,
1359-89621,Ella Vaughan,M,1,BSA-2011,0,CA,49,2,2,18,4,8,7,0,
9455-77890,Michelle Short,M,1,BSAECO-2011,0,CEM,114,4,4,18,4,6,0,0,
6316-82288,Zoe Manning,M,1,BSA-2011-PR,0,CA,81,3,3,21,4,7,5,0,
4667-39075,Jacob Clark,F,1,BSABT-2011-PR,0,CA,118,4,4,19,4,5,0,0,
9222-01237,Chloe Walsh,F,1,BSABE-2011,0,CEAT,108,3,4,20,4,8,5,0,
3442-32265,Brian Gibson,M,1,BAPHLO-2011,0,CAS,102,3,4,15,4,5,0,0,
4074-45778,Gavin Hart,F,1,BSDC-2011,0,CDC,105,3,4,18,4,8,3,0,
2112-11325,Olivia Baker,F,1,BSCHE-2011-GEN,0,CEAT,99,3,4,19,4,7,6,0,
8397-51206,Emily Bell,M,1,BSMATH-2011,0,CAS,66,2,3,18,4,2,0,0,
0616-83609,Boris White,F,1,BSCS-2011-SP-PR,0,CAS,92,3,4,17,4,6,4,0,
2910-24948,Vanessa Bell,F,1,BSBIO-2011,0,CAS,54,2,2,19,4,8,6,0,
1260-17117,Gabrielle Nolan,F,1,BSN-2011,0,CHE,90,3,3,23,4,6,0,0,
9516-61712,Pippa North,F,1,BSFT-2011-PR,0,CA,103,3,4,18,4,7,5,0,
9205-63659,Carolyn Davidson,M,1,BSCS-2011-SP-PR,0,CAS,80,3,3,18,4,7,7,0,
9753-02990,Jane Parr,M,1,BSEE-2011,0,CEAT,100,3,4,20,4,7,2,0,
4042-55812,Claire Hudson,M,1,BSEE-2011,0,CEAT,73,2,3,20,4,5,0,0,
2331-31812,Sam Hardacre,F,1,BSAM-2011,0,CAS,90,3,4,18,4,6,2,0,
4676-66495,Grace Davies,M,1,BSAM-2011,0,CAS,96,3,4,18,4,7,0,0,
2548-81168,Lucas Hudson,M,1,BSEE-2011,0,CEAT,89,2,3,20,4,7,4,0,
7994-31361,Austin MacLeod,F,1,BSCE-2011,0,CEAT,104,3,4,21,4,7,5,0,
7212-81938,Bernadette Cornish,M,1,BSABE-2011,0,CEAT,82,2,3,20,4,8,0,0,
4277-50524,Carl Vance,M,1,BSEE-2011,0,CEAT,104,3,4,20,4,6,1,0,
5758-59560,Diane Stewart,M,1,BSMATH-2011,0,CAS,84,3,3,18,4,8,4,0,
1822-61525,Olivia Paterson,M,1,BSF-2011,0,CFNR,54,2,2,21,4,8,5,0,
1765-26295,Adam Welch,M,1,BSSTAT-2011,0,CAS,86,3,3,18,4,6,3,0,
5057-90432,Dan Peters,M,1,BSF-2011,0,CFNR,71,2,3,21,4,7,4,0,
7443-85684,Victoria Poole,M,1,BSCS-2011-SP-PR,0,CAS,86,3,3,18,4,7,8,0,
4519-32291,Bernadette Hart,M,1,BSSTAT-2011,0,CAS,98,3,4,19,4,6,1,0,
3741-86296,Claire Hudson,F,1,BSCHE-2011-ST,0,CEAT,93,2,3,20,4,7,4,0,
1654-39533,Julia Payne,F,1,BSSTAT-2011,0,CAS,86,3,3,18,4,7,3,0,
2684-43522,Theresa Bower,M,1,BSCS-2011-SP-PR,0,CAS,104,3,4,17,4,6,4,0,
5152-61701,Robert Sanderson,F,1,BSCE-2011,0,CEAT,73,2,3,17,4,2,0,0,
6705-23167,Fiona Vaughan,M,1,BSECO-2012,0,CEM,77,3,3,18,4,6,0,0,
5749-43311,Lauren Thomson,F,1,BSCHEM-2011,0,CAS,90,3,3,19,4,5,0,0,
5330-89653,Adrian Morrison,F,1,BSMATH-2011,0,CAS,78,3,3,18,4,6,1,0,
0240-01829,Anna Johnston,F,1,BSMATH-2011,0,CAS,105,4,4,18,4,4,0,0,
5327-97201,Lillian Arnold,F,1,BSBIO-2011,0,CAS,112,3,4,19,4,6,0,0,
0583-66127,Sally Rees,F,1,BSCE-2011,0,CEAT,78,2,3,17,4,6,0,0,
3440-93350,Donna Hudson,F,1,BSCE-2011,0,CEAT,96,3,4,21,4,7,2,0,
3817-19956,Nathan Morgan,M,1,BSBIO-2011,0,CAS,94,3,4,19,4,6,5,0,
0129-55138,Jane Martin,M,1,BSMATH-2011,0,CAS,105,4,4,18,4,6,0,0,
1017-61490,Hannah Powell,F,1,BSAM-2011,0,CAS,102,3,4,18,4,6,2,0,
0644-53981,Dominic Allan,F,1,BSIE-2011,0,CEAT,88,2,3,20,4,6,9,0,
5830-62542,Michelle Forsyth,F,1,BSAM-2011,0,CAS,93,3,4,18,4,6,2,0,
1638-31836,Lucas Nash,F,1,BSCS-2011-SP-PR,0,CAS,65,2,3,18,4,7,5,0,
8980-82143,Michelle Bower,M,1,BSIE-2013,0,CEAT,103,3,4,21,4,7,6,0,
5455-74204,Christian Welch,F,1,BSAM-2011,0,CAS,102,3,4,18,4,6,1,0,
4803-14422,Frank Bell,M,1,BSEE-2011,0,CEAT,92,2,3,20,4,5,0,0,
3941-11529,Kimberly Hart,F,1,BSN-2011,0,CHE,90,3,3,23,4,6,0,0,
2862-08181,Rose Ross,F,1,BSAM-2011,0,CAS,96,3,4,18,4,5,0,0,
2325-90496,Stephen Nash,F,1,BSCE-2011,0,CEAT,58,2,3,17,4,6,0,0,
1976-54578,Richard Avery,F,1,BSABE-2011,0,CEAT,110,3,4,20,4,6,3,0,
