stdno,name,gender,country,curriculum,scholarship,college,earned,classif,yearlevel,allowed,grp,npriority,nalternates,ncurrent
7428-90625,Amy Thomson,M,1,BSFT-2003,0,CA,141,4,4,17,2,4,0,0,
1667-41556,Chloe Dyer,M,1,BSF-2007,0,CFNR,142,4,4,18,2,1,0,0,
0887-61305,Julia Morrison,F,1,BSAECO-2002,0,CEM,136,4,4,18,2,3,0,0,
7337-19257,Thomas Fisher,F,1,BSCHEM-2002,0,CAS,151,4,4,19,2,4,0,0,
5909-71440,Sue Wallace,F,1,BSECO-2005,0,CEM,135,4,4,16,2,2,0,0,
0827-28704,Jan Peake,F,1,BSAP-2002,0,CAS,144,4,4,16,2,2,0,0,
3063-30216,Chloe Dyer,F,1,BSCS-2008-SP-PR,0,CAS,139,4,4,17,2,2,0,0,
3651-11639,Boris Churchill,M,1,BSCS-2008-SP-PR,0,CAS,139,4,4,17,2,2,0,0,
8759-49067,Caroline Poole,M,1,BSCHEM-2002,0,CAS,161,4,4,19,2,1,0,0,
9257-53639,Kevin Cameron,F,1,BSN-2002,0,CHE,145,4,4,12,2,1,0,0,
7923-33714,Virginia Taylor,M,1,BSAECO-2002,0,CEM,133,4,4,18,2,3,0,0,
0298-27340,Zoe Morrison,F,1,BSAECO-2002,0,CEM,145,4,4,18,2,1,0,0,
9596-88246,Leah Gray,F,1,BSAECO-2002,0,CEM,145,4,4,18,2,1,0,0,
1208-80389,Christian Thomson,M,1,BSEE-2010,0,CEAT,184,4,5,19,2,1,0,0,
6696-97803,Wanda Hodges,F,1,BSAECO-2002,0,CEM,141,4,4,18,2,2,0,0,
0710-43813,Jason Ball,F,1,BSSTAT-2008,0,CAS,150,4,4,18,2,1,0,0,
5511-45528,Carl Vance,F,1,BSIE-2008-PR,0,CEAT,179,4,5,16,2,3,0,0,
2801-52114,Andrew Harris,F,1,BSSTAT-2008,0,CAS,147,4,4,18,2,1,0,0,
8115-41610,Nathan Sutherland,F,1,BSCS-2008-SP-PR,0,CAS,139,4,4,17,2,2,0,0,
9512-81150,Oliver Henderson,F,1,BSAECO-2002,0,CEM,135,4,4,18,2,4,0,0,
5323-84266,Jacob Greene,F,1,BSAECO-2002,0,CEM,129,4,4,18,2,7,0,0,
4361-85947,Rose Ross,F,1,BSCHE-2006-GEN,0,CEAT,180,4,5,16,2,5,0,0,
1943-28034,Simon Brown,F,1,BSAECO-2002,0,CEM,145,4,4,18,2,1,0,0,
2525-44380,Anna Davies,M,1,BSAECO-2002,0,CEM,141,4,4,18,2,2,0,0,
9832-92142,Carolyn Wallace,M,1,BSEE-2010,0,CEAT,182,4,5,19,2,2,0,0,
0758-93226,Cameron Ince,F,1,BSAECO-2002,0,CEM,133,4,4,18,2,4,0,0,
1532-53091,Lisa Chapman,M,1,BSIE-2008,0,CEAT,179,4,5,16,2,4,0,0,
9873-92297,Rose Ross,F,1,BSCHE-2006-GEN,0,CEAT,189,4,5,16,2,1,0,0,
3738-04780,Kevin Cameron,F,1,BACA-2002-WR-TH,0,CAS,135,4,4,18,2,1,0,0,
8733-17620,Natalie Rutherford,M,1,BSEE-2010,0,CEAT,185,4,5,19,2,1,0,0,
9171-68830,Edward Piper,F,1,BSAECO-2002,0,CEM,141,4,4,18,2,2,0,0,
9272-61754,Elizabeth Mitchell,F,1,BSAECO-2002,0,CEM,145,4,4,18,2,1,0,0,
9972-97136,Stephanie Sanderson,M,1,BSCHE-2006-GEN,0,CEAT,189,4,5,16,2,1,0,0,
0007-36500,Sue Wallace,F,1,BSCE-2011,0,CEAT,168,4,5,22,2,7,0,0,
2525-60152,Neil Rutherford,M,1,BSCS-2008-SP-PR,0,CAS,136,4,4,17,2,1,0,0,
2145-10225,Tracey Hill,M,1,BSN-2002,0,CHE,136,4,4,21,2,2,0,0,
9956-33279,Sue Paterson,F,1,BSSTAT-2008,0,CAS,147,4,4,18,2,1,0,0,
8752-28665,Amy Dickens,F,1,BSIE-2008,0,CEAT,167,4,5,21,2,7,0,0,
1292-34282,Hannah Powell,F,1,BSECO-2005,0,CEM,132,4,4,16,2,4,0,0,
6571-10429,Adam Welch,F,1,BASOC-2002-SC,0,CAS,144,4,4,18,2,1,0,0,
2701-53818,Ryan Kerr,F,1,BSABT-2009,0,CA,143,4,4,16,2,2,0,0,
0056-15094,Joshua Ogden,F,1,BSAP-2002,0,CAS,135,4,4,16,2,5,0,0,
3716-96142,Michael Clark,M,1,BSAC-2002,0,CA-CAS,191,4,5,19,2,2,0,0,
8903-03171,Peter Greene,M,1,BSABT-2009,0,CA,135,4,4,19,2,5,0,0,
3540-26677,Lucas Nash,F,1,BSN-2002,0,CHE,145,4,4,12,2,1,0,0,
8925-91888,John Bell,F,1,BSEE-2010,0,CEAT,175,4,5,19,2,4,0,0,
1003-34012,Diane Lawrence,F,1,BSMATH-2011,0,CAS,133,4,4,16,2,2,0,0,
0474-88618,Ava Dickens,F,1,BSAECO-2002,0,CEM,135,4,4,18,2,2,0,0,
1310-77298,Joseph Mills,M,1,BSEE-2010,0,CEAT,187,4,5,19,2,1,0,0,
2000-07218,Brian Gibson,F,1,BSAC-2002,0,CA-CAS,191,4,5,19,2,2,0,0,
2560-63939,Thomas Carr,F,1,BSCHEM-2002,0,CAS,145,4,4,19,2,6,0,0,
0961-90251,Virginia Wallace,F,1,BSABM-2002,0,CEM,128,4,4,18,2,5,0,0,
8479-79050,Rebecca Ball,F,1,BACA-2002-WR-PR,0,CAS,132,4,4,18,2,2,0,0,
0107-86593,Sue Paterson,M,1,BSABT-2009,0,CA,143,4,4,16,2,2,0,0,
9011-42088,Jan Parsons,M,1,BSCS-2008-SP-PR,0,CAS,139,4,4,17,2,1,0,0,
1979-29045,Lisa Nash,F,1,BSAECO-2002,0,CEM,145,4,4,18,2,1,0,0,
5953-26824,Lauren Bower,M,1,BSAECO-2002,0,CEM,139,4,4,18,2,2,0,0,
0833-22453,Katherine Ogden,M,1,BSEE-2010,0,CEAT,186,4,5,19,2,1,0,0,
4853-80663,Blake Scott,M,1,BSABM-2002,0,CEM,143,4,4,15,2,1,0,0,
1898-69137,Steven King,F,1,BSAECO-2002,0,CEM,145,4,4,18,2,1,0,0,
7728-62714,Oliver Young,F,1,BSMATH-2002,0,CAS,133,4,4,19,2,2,0,0,
3233-92908,Irene Young,F,1,BSABM-2002,0,CEM,140,4,4,15,2,1,0,0,
4091-55247,Dorothy Burgess,F,1,BSCS-2008-SP-PR,0,CAS,138,4,4,17,2,2,0,0,
1439-42370,Dylan Buckland,M,1,BSCHE-2006-GEN,0,CEAT,186,4,5,16,2,2,0,0,
7283-64238,Edward Fisher,F,1,BSAP-2002,0,CAS,144,4,4,16,2,2,0,0,
8962-36957,Fiona Ince,F,1,BSAECO-2002,0,CEM,141,4,4,18,2,2,0,0,
6374-30176,Joe Lewis,F,1,BSECO-2005,0,CEM,141,4,4,16,2,1,0,0,
4207-40584,Diane Lawrence,M,1,BSCS-2008-SP-PR,0,CAS,141,4,4,17,2,2,0,0,
0546-11646,Rose Berry,F,1,BSDC-2008,0,CDC,146,4,4,19,2,2,0,0,
2866-43339,Audrey Langdon,F,1,BACA-2002-WR-PR,0,CAS,138,4,4,18,2,1,0,0,
5708-15092,Phil Reid,M,1,BSDC-2008,0,CDC,141,4,4,19,2,2,0,0,
1812-10505,Jake Avery,M,1,BSDC-2008,0,CDC,148,4,4,19,2,1,0,0,
1587-29531,Austin MacLeod,F,1,BSABM-2002,0,CEM,137,4,4,15,2,2,0,0,
3075-85665,Jennifer Clark,F,1,BSMST-2011-BIO,0,CAS,140,4,4,13,2,2,0,0,
1463-49067,Gordon Clarkson,F,1,BSAM-2011,0,CAS,139,4,4,16,2,1,0,0,
8657-46398,Carl Avery,F,1,BSAM-2011,0,CAS,139,4,4,16,2,1,0,0,
7542-90655,Max Nash,F,1,BSFT-2011,0,CA,151,4,4,17,2,1,0,0,
9491-18945,Kylie Gill,F,1,BSN-2002,0,CHE,145,4,4,12,2,1,0,0,
9441-90668,James Paterson,F,1,BSN-2002,0,CHE,145,4,4,12,2,1,0,0,
8272-04127,Jason Bell,F,1,BSFT-2011-PR,0,CA,140,4,4,17,2,5,0,0,
2085-98360,Warren Rutherford,F,1,BSA-2011,0,CA,148,4,4,19,2,4,0,0,
2380-82961,Michelle Kerr,F,1,BSCS-2011-SP-PR,0,CAS,130,4,4,17,2,4,0,0,
9401-25912,Dylan Buckland,F,1,BSN-2002,0,CHE,145,4,4,12,2,1,0,0,
8735-85794,Ava Dickens,M,1,BSABT-2011,0,CA,149,4,4,16,2,1,0,0,
8428-91049,Frank Bell,F,1,BSN-2002,0,CHE,141,4,4,21,2,2,0,0,
2575-83107,Leah Gray,M,1,BSABT-2011,0,CA,146,4,4,16,2,1,0,0,
2474-28976,Rose Ross,F,1,BSSTAT-2011,0,CAS,136,4,4,18,2,5,0,0,
8605-87458,Isaac Powell,M,1,BSFT-2011,0,CA,151,4,4,17,2,1,0,0,
5411-43033,Bernadette Hart,M,1,BSCS-2011-SP-PR,0,CAS,133,4,4,17,2,2,0,0,
5222-70604,Jennifer Nash,F,1,BSDC-2008,0,CDC,138,4,4,19,2,5,0,0,
4687-97864,Jessica Rampling,F,1,BSN-2002,0,CHE,145,4,4,12,2,1,0,0,
6631-97394,Bernadette Cornish,F,1,BSA-2011,0,CA,151,4,4,19,2,4,0,0,
8076-27274,Dominic Smith,F,1,BSDC-2008,0,CDC,132,4,4,19,2,6,0,0,
0909-23117,Sean Hemmings,M,1,BSCS-2011-TH,0,CAS,138,4,4,18,2,1,0,0,
6632-58611,Nathan Brown,M,1,BSABT-2011-PR,0,CA,141,4,4,16,2,1,0,0,
2073-08850,Harry Coleman,M,1,BAPHLO-2011,0,CAS,129,4,4,15,2,2,0,0,
8785-81400,Boris White,F,1,BSMATH-2011,0,CAS,133,4,4,16,2,1,0,0,
4982-48083,Michelle Short,M,1,BAPHLO-2011,0,CAS,129,4,4,15,2,2,0,0,
0344-35484,Richard Campbell,M,1,BSECO-2011,0,CEM,135,4,4,16,2,3,0,0,
6351-92085,Andrea Blake,F,1,BSAM-2011,0,CAS,139,4,4,16,2,2,0,0,
5056-70156,Ava Peake,F,1,BSCHE-2011-GEN,0,CEAT,155,4,5,20,2,9,0,0,
6093-66351,Max Mathis,F,1,BSCHEM-2011,0,CAS,151,4,4,16,2,2,0,0,
4167-83357,Adam Churchill,F,1,BAPHLO-2011,0,CAS,119,4,4,18,2,6,0,0,
1159-46837,Hannah Grant,F,1,BSA-2011,0,CA,134,4,4,24,2,7,0,0,
6263-17436,Jessica Rampling,F,1,BSMST-2011-BIO,0,CAS,147,4,4,13,2,1,0,0,
9840-86690,Sonia Berry,F,1,BSFT-2011-PR,0,CA,151,4,4,17,2,1,0,0,
4810-16429,Anna Davies,F,1,BACA-2011-PR,0,CAS,132,4,4,18,2,3,0,0,
0938-73409,Michelle Hughes,F,1,BSHE-2011,0,CHE,144,4,4,12,2,2,0,0,
9910-75188,Dominic James,F,1,BSCHEM-2011,0,CAS,143,4,4,18,2,5,0,0,
8726-63373,Stephen Nash,M,1,BSABT-2011,0,CA,143,4,4,16,2,3,0,0,
5219-53918,Michelle Forsyth,F,1,BSA-2011,0,CA,140,4,4,19,2,7,0,0,
7742-03282,Nathan Morgan,M,1,BSABM-2011,0,CEM,131,4,4,15,2,5,0,0,
5634-18165,Neil Coleman,M,1,BSCS-2011-SP-PR,0,CAS,139,4,4,17,2,1,0,0,
8453-70176,Michelle Short,F,1,BSN-2002,0,CHE,142,4,4,21,2,1,0,0,
3483-18841,Sophie McGrath,F,1,BASOC-2002-SC,0,CAS,126,4,4,18,2,5,0,0,
5644-12855,Alison Peake,F,1,BSN-2002,0,CHE,145,4,4,12,2,1,0,0,
5171-98102,Gordon Reid,F,1,BSFT-2011-PR,0,CA,141,4,4,17,2,5,0,0,
7210-04985,Olivia Paterson,M,1,BSCS-2011-SP-PR,0,CAS,142,4,4,17,2,1,0,0,
9477-94524,Julia Morrison,F,1,BSN-2002,0,CHE,145,4,4,12,2,2,0,0,
2512-23678,Alison Pullman,F,1,BSCS-2011-TH,0,CAS,138,4,4,18,2,1,0,0,
2295-47020,Adam Marshall,F,1,BSAM-2011,0,CAS,139,4,4,16,2,1,0,0,
0405-16752,Victoria Hughes,F,1,BSECO-2011,0,CEM,125,4,4,19,2,6,0,0,
7914-32100,Leah Walker,F,1,BSDC-2008,0,CDC,148,4,4,19,2,1,0,0,
4649-42903,Dan Peters,F,1,BASOC-2002-TH,0,CAS,129,4,4,18,2,3,0,0,
7596-78360,Jason Bell,F,1,BASOC-2002-TH,0,CAS,135,4,4,18,2,1,0,0,
1122-95673,Neil Coleman,F,1,BSCHEM-2011,0,CAS,143,4,4,18,2,5,0,0,
6883-29783,Nicola Lawrence,F,1,BSCS-2011-TH,0,CAS,138,4,4,18,2,1,0,0,
8064-69454,Brian Gibson,M,1,BSMST-2011-PHYS,0,CAS,146,4,4,13,2,1,0,0,
8489-89536,Richard Walsh,F,1,BSCHEM-2011,0,CAS,144,4,4,16,2,5,0,0,
6172-43201,Carl Avery,F,1,BSABT-2011-PR,0,CA,135,4,4,19,2,3,0,0,
8766-57354,Diana Paige,F,1,BAPHLO-2011,0,CAS,129,4,4,15,2,1,0,0,
2308-31371,Dominic Sharp,M,1,BSECO-2011,0,CEM,125,4,4,19,2,5,0,0,
2558-47032,Jennifer Clark,F,1,BSMATH-2011,0,CAS,136,4,4,16,2,1,0,0,
8560-94948,Jake Mitchell,F,1,BSABM-2011,0,CEM,59,2,3,18,2,7,1,0,
2206-87503,Diana Martin,F,1,BSFT-2011,0,CA,145,4,4,17,2,4,0,0,
1481-64365,Christian Welch,F,1,BSA-2011,0,CA,155,4,4,19,2,1,0,0,
3424-04716,Justin Paige,F,1,BSECO-2011,0,CEM,132,4,4,16,2,4,0,0,
0502-56877,Andrea Blake,F,1,BSCS-2011-SP-PR,0,CAS,136,4,4,17,2,2,0,0,
8442-29874,Wendy Manning,M,1,BSA-2011,0,CA,156,4,4,19,2,1,0,0,
7135-99204,Carol Springer,M,1,BSABM-2011,0,CEM,68,2,3,18,2,8,8,0,
6896-26045,Christian Morrison,F,1,BSABT-2011,0,CA,146,4,4,16,2,1,0,0,
0347-59525,Andrew Churchill,F,1,BSBIO-2011,0,CAS,63,2,3,21,2,7,4,0,
4209-95365,Victoria Turner,M,1,BSA-2011,0,CA,148,4,4,19,2,4,0,0,
0990-35869,Katherine Lee,F,1,BSA-2011,0,CA,146,4,4,19,2,4,0,0,
5007-26886,Alexander Reid,M,1,BSABT-2011,0,CA,146,4,4,16,2,1,0,0,
4425-18272,William Forsyth,F,1,BSABM-2011,0,CEM,140,4,4,15,2,1,0,0,
4362-57409,Dylan Lewis,F,1,BSABM-2011,0,CEM,134,4,4,15,2,3,0,0,
6762-07027,Nicholas Anderson,F,1,BASOC-2002-TH,0,CAS,135,4,4,18,2,1,0,0,
9093-95253,Austin Lewis,M,1,BSA-2011-PR,0,CA,135,4,4,21,2,7,0,0,
6050-14516,Luke Howard,M,1,BSA-2011,0,CA,150,4,4,19,2,3,0,0,
4408-41254,Jacob Nolan,F,1,BSA-2011-PR,0,CA,145,4,4,19,2,5,0,0,
0965-93827,Lisa Quinn,F,1,BASOC-2002-PR,0,CAS,120,4,4,18,2,5,0,0,
4527-41314,Christian Lyman,M,1,BSAP-2011,0,CAS,141,4,4,19,2,3,0,0,
5682-47053,Hannah Campbell,F,1,BSECO-2011,0,CEM,131,4,4,16,2,5,0,0,
3154-57006,Lisa James,F,1,BSSTAT-2011,0,CAS,133,4,4,19,2,5,0,0,
8433-28113,Boris Churchill,F,1,BACA-2011-PR,0,CAS,126,4,4,18,2,5,0,0,
8405-22884,Stephen Nash,F,1,BSN-2002,0,CHE,145,4,4,12,2,1,0,0,
6352-28085,Carl Gray,F,1,BSA-2011,0,CA,152,4,4,19,2,3,0,0,
2348-53623,Lillian Churchill,F,1,BSECO-2011,0,CEM,138,4,4,16,2,1,0,0,
8218-96506,Jessica Johnston,F,1,BSABT-2011,0,CA,137,4,4,16,2,5,0,0,
9359-08238,Molly Rees,M,1,BSF-2011,0,CFNR,142,4,4,18,2,2,0,0,
8371-67519,Liam Langdon,F,1,BSCS-2011-TH,0,CAS,138,4,4,18,2,1,0,0,
5963-14961,Lisa Forsyth,F,1,BSABT-2011,0,CA,143,4,4,16,2,2,0,0,
9526-30418,Dorothy Hill,M,1,BSCHE-2011-GEN,0,CEAT,162,4,5,20,2,7,0,0,
9016-52362,Karen Marshall,F,1,BSMST-2011-BIO,0,CAS,137,4,4,12,2,4,0,0,
9241-01343,Donna Hudson,M,1,BSCS-2011-SP-PR,0,CAS,135,4,4,17,2,3,0,0,
3679-44882,Boris White,F,1,BSDC-2008,0,CDC,139,4,4,19,2,2,0,0,
9343-75973,Gordon Clarkson,M,1,BACA-2011,0,CAS,138,4,4,18,2,1,0,0,
6185-04014,Ryan Kerr,M,1,BASOC-2002-PR,0,CAS,132,4,4,18,2,2,0,0,
9972-64380,Victoria Hughes,F,1,BSF-2011,0,CFNR,151,4,4,18,2,1,0,0,
1348-28384,Nicola Lawrence,F,1,BSA-2011,0,CA,137,4,4,22,2,7,0,0,
1767-68485,Blake Cameron,M,1,BSHE-2011,0,CHE,139,4,4,21,2,4,0,0,
8001-44231,Diane Stewart,F,1,BSF-2011,0,CFNR,148,4,4,18,2,4,0,0,
8501-02710,Theresa Ferguson,F,1,BASOC-2002-TH,0,CAS,132,4,4,18,2,2,0,0,
8246-60704,Vanessa Bell,F,1,BSABT-2011,0,CA,149,4,4,16,2,1,0,0,
4841-38141,Brandon Slater,F,1,BSA-2011,0,CA,143,4,4,19,2,4,0,0,
3801-75405,Ruth Grant,F,1,BACA-2011-PR,0,CAS,135,4,4,18,2,2,0,0,
6662-69811,Theresa Ferguson,F,1,BSMATH-2011-TH,0,CAS,133,4,4,18,2,1,0,0,
2562-79303,Sam Hardacre,M,1,CertFor,0,CFNR,67,4,2,15,2,1,0,0,
6367-60787,Ella Bond,F,1,BACA-2011-PR,0,CAS,120,4,4,21,2,6,0,0,
7543-20946,Sean Hemmings,F,1,BSMST-2011-MATH,0,CAS,93,3,3,21,2,3,0,0,
7751-12501,Julia Payne,M,1,BSHE-2011,0,CHE,89,3,3,21,2,7,1,0,
4653-06782,Ava Peake,M,1,BSAECO-2011,0,CEM,98,3,4,18,2,6,4,0,
7265-70293,Bernadette Hart,F,1,BACA-2011-PR,0,CAS,108,4,4,18,2,6,0,0,
3161-82179,Nicola Lawrence,F,1,CertFor,0,CFNR,59,4,2,15,2,2,0,0,
3113-87339,Jane Churchill,M,1,CertFor,0,CFNR,68,4,2,15,2,1,0,0,
9205-64106,Christian Morrison,F,1,CertFor,0,CFNR,68,4,2,15,2,1,0,0,
1046-89259,Katherine Morgan,M,1,CertFor,0,CFNR,71,4,2,15,2,1,0,0,
9263-77464,Alexander Reid,M,1,CertFor,0,CFNR,67,4,2,15,2,1,0,0,
0539-17895,Leonard Edmunds,M,1,CertFor,0,CFNR,68,4,2,15,2,1,0,0,
8577-87997,Boris Lawrence,M,1,CertFor,0,CFNR,65,4,2,15,2,1,0,0,
1421-26146,Sue Bailey,F,1,BSABM-2011,0,CEM,77,3,3,18,2,7,7,0,
2664-99316,Virginia Wallace,F,1,BSAECO-2011,0,CEM,46,2,2,18,2,8,5,0,
3264-36132,Ryan Kerr,M,1,BSCE-2011,0,CEAT,73,2,3,17,2,7,2,0,
7817-65464,Leonard Edmunds,F,1,BSABM-2011,0,CEM,56,2,3,18,2,7,7,0,
7830-55362,Dorothy Russell,F,1,BSECO-2012,0,CEM,65,2,3,18,2,8,9,0,
5447-17415,Simon Lyman,F,1,CertFor,0,CFNR,68,4,2,15,2,1,0,0,
6909-18845,Alison Pullman,F,1,BSMST-2011,0,CAS,33,4,1,22,2,1,0,0,
7329-25288,Adam MacLeod,M,1,BSCE-2011,0,CEAT,29,1,2,18,2,8,6,0,
7743-34609,Kevin Cameron,M,1,BSMST-2011,0,CAS,34,4,1,22,2,3,0,0,
1007-86454,Lucas Hudson,F,1,BSN-2011,0,CHE,36,1,2,20,2,8,9,0,
7690-58832,Jan Welch,F,1,BSCE-2011,0,CEAT,35,1,2,17,2,7,5,0,
6244-61957,Carolyn Welch,M,1,BSMST-2011,0,CAS,36,4,1,22,2,3,0,0,
8421-24669,Amy Ball,M,1,BSCS-2011-SP-PR,0,CAS,35,1,2,18,2,8,7,0,
1313-07995,Robert Sanderson,F,1,BSIE-2013,0,CEAT,42,1,2,21,2,8,8,0,
9510-73891,Sally Forsyth,M,1,BSA-2011,0,CA,31,1,2,18,2,8,12,0,
