stdno,name,gender,country,curriculum,scholarship,college,earned,classif,yearlevel,allowed,grp,npriority,nalternates,ncurrent
8787-26545,Austin MacLeod,F,1,BSAC-2011,0,CA-CAS,135,3,4,19,3,6,3,0,
7099-17396,Sophie Morgan,M,1,BSSTAT-2011,0,CAS,129,4,4,19,3,3,0,0,
1996-98370,Katherine Taylor,F,1,BSFT-2011-PR,0,CA,125,4,4,18,3,6,0,0,
7887-82433,John Bell,F,1,BSN-2002,0,CHE,87,3,3,21,3,5,0,0,
1410-89378,Nicola Poole,M,1,BSEE-2011,0,CEAT,131,3,4,20,3,3,0,0,
9289-75995,Michelle Short,M,1,BSCHE-2011-GEN,0,CEAT,164,4,5,20,3,6,0,0,
9457-68073,Carl Vance,M,1,BSF-2011,0,CFNR,87,3,3,21,3,6,3,0,
9107-04337,Penelope Graham,M,1,DVM-2002,0,CVM,118,2,4,21,3,6,1,0,
8369-35140,Austin Piper,M,1,BSECO-2011,0,CEM,85,3,3,18,3,7,0,0,
3352-19392,Amanda Bower,M,1,BSBIO-2011,0,CAS,61,2,3,21,3,8,6,0,
5613-08598,Tracey Bailey,M,1,BACA-2002-SPCM-PR,0,CAS,105,3,4,18,3,4,0,0,
6495-47835,Sue Hart,F,1,BSAECO-2011,0,CEM,129,4,4,18,3,4,0,0,
6618-64725,Jennifer Clark,M,1,BSBIO-2011,0,CAS,144,4,4,19,3,1,0,0,
7082-41409,Carol Newman,M,1,BSFT-2011-PR,0,CA,97,3,4,18,3,8,2,0,
7330-04825,Donna Hudson,F,1,BSECO-2011,0,CEM,132,4,4,16,3,1,0,0,
3539-19362,Brandon Slater,F,1,BSCS-2011-SP-PR,0,CAS,62,2,3,18,3,8,3,0,
1888-79252,Katherine Morgan,F,1,BSFT-2011,0,CA,129,4,4,20,3,7,0,0,
8137-98011,Chloe Walsh,F,1,BSF-2011,0,CFNR,111,3,4,18,3,4,0,0,
5653-12507,Justin McLean,F,1,BSIE-2011,0,CEAT,59,2,2,21,3,7,3,0,
2106-36615,Leah Vaughan,F,1,DVM-2002,0,CVM,121,3,4,21,3,4,0,0,
5202-15191,Karen Hardacre,F,1,BSECO-2011,0,CEM,122,4,4,19,3,7,0,0,
2018-53398,Connor Thomson,M,1,BSCE-2011,0,CEAT,133,3,5,20,3,7,4,0,
0404-24452,Sophie Morgan,F,1,BSAECO-2011,0,CEM,126,4,4,18,3,6,0,0,
0984-47969,Steven King,F,1,BSCHE-2011-GEN,0,CEAT,158,4,5,20,3,2,0,0,
8759-44519,Alexander Bond,F,1,BSCE-2011,0,CEAT,142,4,5,20,3,7,1,0,
2256-50593,Hannah Parr,F,1,BSABE-2011,0,CEAT,152,4,5,19,3,7,0,0,
2857-67768,Kylie Baker,F,1,BSBIO-2011,0,CAS,118,4,4,19,3,6,3,0,
5070-82848,Amanda Bower,F,1,BSEE-2011,0,CEAT,99,3,4,20,3,5,1,0,
1744-11635,Blake Sanderson,F,1,BSCE-2011,0,CEAT,160,4,5,20,3,7,0,0,
7970-81166,Evan Mackay,F,1,BSDC-2008,0,CDC,141,4,4,19,3,2,0,0,
3625-93919,Zoe Piper,M,1,BSCHE-2011-ST,0,CEAT,132,3,4,21,3,8,4,0,
9353-25438,Amy Skinner,F,1,BSABT-2011,0,CA,106,3,4,19,3,6,2,0,
4809-43670,John Walsh,M,1,DVM-2011,0,CVM,53,1,2,19,3,7,3,0,
7555-09424,Kevin Cameron,F,1,BSA-2011,0,CA,146,4,4,19,3,4,0,0,
5456-81961,Audrey Parr,F,1,BSMATH-2011,0,CAS,114,4,4,18,3,3,0,0,
4851-62615,Jessica Wilson,F,1,BSCHEM-2011,0,CAS,91,3,3,19,3,5,5,0,
3294-50640,Pippa Walsh,F,1,DVM-2002,0,CVM,108,2,4,21,3,5,3,0,
2323-66749,Megan Murray,F,1,BSCHE-2011-GEN,0,CEAT,159,4,5,20,3,6,0,0,
7220-63086,Mary Piper,F,1,BSA-2011-PR,0,CA,140,4,4,19,3,4,0,0,
4352-79971,Fiona Peters,F,1,BAPHLO-2011,0,CAS,129,4,4,15,3,1,0,0,
4773-05819,Michelle Short,M,1,BSCHE-2011-GEN,0,CEAT,158,4,5,20,3,2,0,0,
1414-55469,Jan Wilson,F,1,BSCE-2011,0,CEAT,160,4,5,20,3,6,0,0,
9813-55851,Blake Cameron,F,1,BSIE-2013-SP,0,CEAT,144,4,5,16,3,6,5,0,
3712-31843,Christian Thomson,F,1,BSFT-2011-PR,0,CA,112,3,4,18,3,7,1,0,
6617-11152,Evan Hodges,F,1,BSF-2011,0,CFNR,87,3,3,21,3,4,0,0,
5162-13028,Sally Rees,F,1,BSCS-2011-SP-PR,0,CAS,135,4,4,17,3,2,0,0,
4653-62049,Dorothy Glover,F,1,BSCE-2011-PR,0,CEAT,145,4,5,20,3,8,2,0,
3737-52409,Olivia Churchill,F,1,BSHE-2011,0,CHE,132,4,4,21,3,2,0,0,
5189-64911,Jack Dowd,F,1,BSCE-2011,0,CEAT,157,4,5,20,3,5,0,0,
8117-66622,Lauren Thomson,F,1,BSAECO-2011,0,CEM,105,3,4,18,3,6,0,0,
1890-22913,Lisa Skinner,F,1,BSFT-2011-PR,0,CA,131,4,4,18,3,4,0,0,
1751-57428,Stephanie Russell,M,1,BSAM-2011,0,CAS,123,4,4,18,3,4,0,0,
9184-06459,Carolyn Davidson,F,1,BSDC-2011,0,CDC,123,4,4,18,3,7,0,0,
0436-68139,Theresa Ferguson,M,1,DVM-2011,0,CVM,159,3,5,21,3,6,0,0,
5096-11384,Dominic Smith,F,1,BSEE-2011,0,CEAT,57,2,3,20,3,2,0,0,
6582-81851,John Cornish,M,1,BSF-2011,0,CFNR,81,3,3,21,3,6,5,0,
9202-18055,Thomas Randall,F,1,BSFT-2011-PR,0,CA,127,4,4,18,3,6,0,0,
4474-53701,Boris Fraser,F,1,BASOC-2002-PR,0,CAS,126,4,4,18,3,3,0,0,
5473-32167,Steven Fraser,F,1,BSAECO-2011,0,CEM,139,4,4,18,3,1,0,0,
1379-13655,Elizabeth Vaughan,F,1,BSHE-2011,0,CHE,120,4,4,21,3,3,0,0,
1835-65021,Anna Davidson,M,1,BSCE-2011,0,CEAT,121,3,4,21,3,7,4,0,
3845-08360,Stewart Arnold,F,1,BSCHE-2011-GEN,0,CEAT,161,4,5,20,3,5,0,0,
7671-68775,Gabrielle Watson,F,1,BSIE-2013-SP,0,CEAT,155,4,5,16,3,7,3,0,
9870-68746,Owen Coleman,M,1,BSAM-2011,0,CAS,132,4,4,16,3,2,0,0,
0733-22523,Warren Rutherford,M,1,BACA-2011,0,CAS,93,3,4,18,3,7,2,0,
9249-10884,Dominic McLean,M,1,BSF-2011,0,CFNR,68,2,3,21,3,7,5,0,
6245-10701,Colin Reid,F,1,BSIE-2011,0,CEAT,141,3,4,24,3,7,3,0,
4934-76235,Gabrielle Ellison,M,1,BSIE-2013-SP,0,CEAT,155,4,5,16,3,6,2,0,
7520-61749,Lauren Bower,F,1,BSF-2011,0,CFNR,123,4,4,18,3,4,0,0,
0967-66970,Charles White,M,1,BSIE-2013-INT,0,CEAT,131,3,4,21,3,7,3,0,
6514-61080,Pippa Wright,M,1,BSDC-2008,0,CDC,138,4,4,19,3,2,0,0,
8725-34923,Theresa Ellison,F,1,BSF-2011,0,CFNR,84,3,3,21,3,8,2,0,
6478-15694,Carolyn Wallace,F,1,BSAP-2011,0,CAS,113,3,4,18,3,1,0,0,
4724-30675,Faith Scott,M,1,BSCHE-2011-ST,0,CEAT,134,3,4,21,3,7,4,0,
8207-08301,Leah Vaughan,F,1,BSBIO-2011,0,CAS,135,4,4,19,3,5,0,0,
5540-55757,Jan Cameron,M,1,BSABT-2011-PR,0,CA,124,4,4,19,3,6,0,0,
5829-25405,Maria Hardacre,F,1,BSCE-2011,0,CEAT,154,4,5,20,3,8,1,0,
9423-63999,Jason Payne,F,1,BSCHE-2011-GEN,0,CEAT,154,4,5,20,3,4,0,0,
5247-51669,Stephen Nash,M,1,BSEE-2011-PR,0,CEAT,143,3,5,19,3,8,0,0,
2073-67755,Alexander Bond,M,1,BSABT-2011-PR,0,CA,124,4,4,19,3,8,1,0,
8537-01435,Emily Rampling,F,1,BSIE-2013-SP,0,CEAT,163,4,5,16,3,7,0,0,
9163-45075,Grace May,F,1,BSFT-2011-PR,0,CA,138,4,4,18,3,4,0,0,
0858-87515,Nicola Dowd,M,1,BSDC-2008,0,CDC,123,4,4,18,3,5,0,0,
8797-25162,Nicola Burgess,F,1,BSAM-2011,0,CAS,129,4,4,16,3,3,0,0,
8310-17931,Michelle Hughes,M,1,BSCHE-2011-GEN,0,CEAT,99,3,4,19,3,8,8,0,
8582-64758,Julian Sanderson,F,1,BSABT-2011,0,CA,54,2,2,19,3,8,6,0,
9723-12409,Dorothy Hill,M,1,BSABT-2011-PR,0,CA,135,4,4,19,3,7,0,0,
3147-48246,Emily Bell,M,1,BSCE-2011,0,CEAT,33,1,2,17,3,6,8,0,
3997-10857,Sonia Berry,M,1,BSSTAT-2011,0,CAS,115,4,4,19,3,7,3,0,
6325-67515,Rachel Randall,F,1,BSA-2011,0,CA,77,2,3,21,3,7,3,0,
3222-96348,Vanessa Vaughan,M,1,BSN-2011,0,CHE,22,1,2,20,3,8,9,0,
4654-76713,Lillian Harris,F,1,BSCE-2011-PR,0,CEAT,163,4,5,20,3,8,0,0,
4837-26324,Jennifer Nash,F,1,BSFT-2011,0,CA,138,4,4,20,3,6,0,0,
9774-22100,Richard Campbell,F,1,BSN-2011,0,CHE,127,4,4,19,3,4,0,0,
5260-94502,Pippa Walsh,F,1,BSDC-2008,0,CDC,126,4,4,18,3,6,0,0,
3422-87431,Julian Sanderson,F,1,BSCHE-2011-GEN,0,CEAT,169,4,5,20,3,5,0,0,
6090-80773,Lauren Thomson,F,1,BSDC-2008,0,CDC,66,2,3,18,3,7,6,0,
5532-18371,Harry Berry,F,1,BSAECO-2011,0,CEM,69,2,3,18,3,6,4,0,
2084-17938,Austin Piper,M,1,BSDC-2008,0,CDC,111,3,4,18,3,4,0,0,
3124-11208,Jake Avery,F,1,BSHE-2011,0,CHE,115,4,4,21,3,6,0,0,
8177-10845,Lillian Taylor,F,1,BSN-2002,0,CHE,132,4,4,21,3,2,0,0,
2798-80921,Nathan Morgan,F,1,BSDC-2008,0,CDC,129,4,4,18,3,7,1,0,
3426-91275,Sue Scott,M,1,BSAECO-2011,0,CEM,114,4,4,18,3,7,2,0,
4755-11105,Cameron Ince,M,1,BSCS-2011-SP-PR,0,CAS,125,4,4,17,3,3,0,0,
1296-15069,Jacob Nolan,M,1,BSDC-2008,0,CDC,133,4,4,19,3,4,0,0,
7917-00851,James Oliver,M,1,BSCE-2011,0,CEAT,137,3,5,20,3,7,1,0,
4393-72908,Nicola Poole,F,1,BSECO-2011,0,CEM,128,4,4,16,3,3,0,0,
4186-08674,Chloe Dyer,F,1,DVM-2002,0,CVM,127,3,4,21,3,7,0,0,
7327-64645,Deirdre Welch,M,1,BSABE-2011,0,CEAT,107,3,4,20,3,3,0,0,
1144-12550,Michelle Wilkins,M,1,BSA-2011,0,CA,129,4,4,21,3,9,1,0,
2240-49768,Rebecca Smith,F,1,BSABT-2011-PR,0,CA,94,3,3,21,3,5,0,0,
6537-49044,Lucas Hudson,M,1,BSABT-2011,0,CA,141,4,4,16,3,4,0,0,
2211-29621,Michelle Parr,F,1,BSN-2011,0,CHE,122,4,4,19,3,5,0,0,
9259-12350,Lisa Quinn,M,1,BSABE-2011,0,CEAT,93,2,3,20,3,6,0,0,
9301-53562,Ian Wallace,F,1,BSN-2011,0,CHE,105,3,4,19,3,4,0,0,
1407-39585,Theresa Fraser,F,1,BSF-2011,0,CFNR,118,4,4,18,3,5,0,0,
3747-39953,Anna Davies,M,1,BSABM-2011,0,CEM,134,4,4,15,3,3,0,0,
9837-04902,Blake Cameron,F,1,BSAM-2011,0,CAS,135,4,4,16,3,1,0,0,
4058-07514,Adam MacLeod,M,1,BSCHEM-2011,0,CAS,117,3,4,18,3,7,1,0,
0930-31072,David Hunter,F,1,BACA-2011,0,CAS,117,4,4,18,3,1,0,0,
4386-09293,Julia Payne,F,1,BSF-2011,0,CFNR,136,4,4,18,3,2,0,0,
4064-52592,Charles White,F,1,BSDC-2008,0,CDC,138,4,4,19,3,2,0,0,
9224-78265,Kimberly Hart,M,1,BSCE-2011,0,CEAT,124,3,4,21,3,6,0,0,
3038-54028,Wendy Jones,F,1,BSAECO-2011,0,CEM,132,4,4,18,3,4,0,0,
0515-46186,Pippa Wright,M,1,BSA-2011,0,CA,45,2,2,18,3,8,9,0,
8988-31180,Michelle Parr,F,1,BSBIO-2011,0,CAS,86,3,3,21,3,7,5,0,
2115-68380,Alison Pullman,F,1,BSHE-2011,0,CHE,141,4,4,12,3,2,0,0,
5335-21715,Oliver Ogden,M,1,BSBIO-2011,0,CAS,138,4,4,19,3,4,0,0,
7683-75541,Frank Bell,F,1,BSHE-2011,0,CHE,142,4,4,12,3,1,0,0,
8662-63181,Diane Stewart,M,1,BSHE-2011,0,CHE,84,3,3,21,3,8,1,0,
4491-23653,James Clark,M,1,BSIE-2011,0,CEAT,97,3,3,20,3,7,5,0,
3290-69354,Frank Bell,M,1,BSEE-2011,0,CEAT,119,3,4,20,3,4,0,0,
9435-76602,Kevin Knox,F,1,BSBIO-2011,0,CAS,141,4,4,19,3,3,0,0,
7392-06173,Harry Coleman,M,1,BSA-2011,0,CA,99,3,4,21,3,7,2,0,
5242-84092,Adrian Mathis,M,1,BSA-2011-PR,0,CA,96,3,3,21,3,4,0,0,
0828-11295,Donna Hudson,M,1,BSHE-2011,0,CHE,145,4,4,12,3,1,0,0,
7192-04869,Neil Coleman,F,1,BSABT-2011-PR,0,CA,106,3,4,19,3,6,0,0,
6231-29289,Fiona Vaughan,F,1,BSAM-2011,0,CAS,126,4,4,18,3,4,0,0,
3557-28289,Frank Hunter,F,1,BSHE-2011,0,CHE,135,4,4,21,3,4,0,0,
6425-84190,Blake Fraser,F,1,BSHE-2011,0,CHE,145,4,4,12,3,1,0,0,
7987-18586,Samantha Langdon,F,1,BSFT-2011,0,CA,132,4,4,20,3,7,0,0,
1831-91894,James Oliver,F,1,BSDC-2008,0,CDC,142,4,4,19,3,1,0,0,
4148-99351,Jennifer Clark,F,1,BSBIO-2011,0,CAS,130,4,4,19,3,5,0,0,
0671-10866,Megan Davies,F,1,BSHE-2011,0,CHE,117,4,4,21,3,7,0,0,
1447-87780,Austin Lewis,F,1,BSDC-2008,0,CDC,111,3,4,18,3,8,0,0,
0144-78686,Jason Payne,F,1,BSCHE-2011-GEN,0,CEAT,110,3,4,19,3,7,0,0,
8422-75126,Lily Jones,F,1,BSAECO-2011,0,CEM,55,2,3,18,3,6,6,0,
6147-31587,Adrian Mathis,M,1,BSMATH-2011,0,CAS,64,2,3,18,3,3,0,0,
5632-92245,Colin Duncan,F,1,BSHE-2011,0,CHE,134,4,4,21,3,4,0,0,
2760-09812,Ian Wallace,F,1,BSABT-2011,0,CA,114,4,4,19,3,5,0,0,
1944-80035,David Hunter,M,1,BSDC-2008,0,CDC,102,3,4,18,3,8,5,0,
1616-63467,Anna Wright,F,1,BSFT-2011,0,CA,112,3,4,20,3,7,2,0,
8565-18877,Zoe Piper,F,1,BSBIO-2011,0,CAS,150,4,4,19,3,1,0,0,
9269-15469,Fiona Lee,M,1,BSAECO-2011,0,CEM,141,4,4,18,3,1,0,0,
4099-00806,Anna Wright,F,1,BSDC-2008,0,CDC,129,4,4,18,3,4,0,0,
3195-33476,Thomas Randall,F,1,BACA-2011,0,CAS,78,3,3,18,3,8,5,0,
7570-13156,Dorothy Johnston,F,1,BSHE-2011,0,CHE,104,3,4,21,3,3,0,0,
4488-26157,Nicola Poole,M,1,BSA-2011,0,CA,134,4,4,21,3,6,0,0,
1383-11266,Wendy Knox,M,1,BSAECO-2011,0,CEM,132,4,4,18,3,4,0,0,
6882-99366,Eric Ince,M,1,BSEE-2011,0,CEAT,132,3,4,20,3,3,0,0,
2281-64004,Jennifer Clark,M,1,BSFT-2011,0,CA,109,3,4,20,3,6,2,0,
8482-90270,Piers Tucker,F,1,BSAECO-2011,0,CEM,126,4,4,18,3,6,0,0,
6464-76510,Donna Hardacre,F,1,BSA-2011-PR,0,CA,82,3,3,21,3,8,3,0,
6194-26346,Julian Randall,F,1,BSBIO-2011,0,CAS,153,4,4,19,3,1,0,0,
3822-92012,Liam Langdon,F,1,BSDC-2008,0,CDC,108,3,4,18,3,7,3,0,
0622-98951,Adrian Vance,F,1,BSCHE-2011-GEN,0,CEAT,131,3,4,19,3,6,0,0,
6340-24686,Brandon Powell,F,1,BSHE-2011,0,CHE,62,2,3,21,3,7,5,0,
9710-88480,Simon McGrath,F,1,BSA-2011-PR,0,CA,142,4,4,19,3,2,0,0,
8163-87327,Cameron Greene,M,1,BSAECO-2011,0,CEM,110,4,4,18,3,6,3,0,
3764-47995,Michelle Bower,F,1,BSF-2011,0,CFNR,102,3,4,18,3,6,7,0,
7207-75365,Ruth Grant,M,1,BACA-2011,0,CAS,54,2,3,18,3,6,2,0,
9177-29114,Tim Gray,F,1,BSAECO-2011,0,CEM,111,4,4,18,3,2,0,0,
3794-85181,Carl Gray,F,1,BSIE-2013-SP,0,CEAT,163,4,5,16,3,7,1,0,
7180-40579,Kevin Knox,M,1,BSAM-2011,0,CAS,70,2,3,18,3,2,0,0,
3847-24698,Sam Hardacre,F,1,BSF-2011,0,CFNR,139,4,4,18,3,3,0,0,
2370-03981,Audrey Parr,M,1,BSBIO-2011,0,CAS,141,4,4,19,3,4,0,0,
9920-81408,Lucas Smith,M,1,BSCHE-2011-ST,0,CEAT,150,4,5,20,3,6,0,0,
5425-88619,Kylie Gill,M,1,BSCE-2011,0,CEAT,130,3,4,21,3,7,1,0,
5282-32462,Leah White,M,1,BSABT-2011,0,CA,137,4,4,16,3,1,0,0,
2556-48815,Joseph Mills,M,1,DVM-2002,0,CVM,81,2,3,21,3,7,3,0,
0786-03085,Lisa Hodges,F,1,BSAM-2011,0,CAS,135,4,4,16,3,1,0,0,
0319-52550,Sean Hemmings,F,1,BSBIO-2011,0,CAS,129,4,4,19,3,6,0,0,
6513-54274,Ava Dickens,F,1,BSMATH-2011,0,CAS,117,4,4,18,3,4,0,0,
3756-83891,Julia Langdon,F,1,BSABE-2011,0,CEAT,158,4,5,19,3,7,0,0,
7990-47729,Gabrielle Nolan,F,1,BSCE-2011,0,CEAT,142,4,5,20,3,8,1,0,
8077-47289,Jacob Hill,M,1,BSEE-2011,0,CEAT,129,3,4,20,3,5,0,0,
7686-65048,Julian Marshall,F,1,BSSTAT-2011,0,CAS,131,4,4,19,3,4,0,0,
0798-82353,Wanda Hodges,F,1,BSCE-2011,0,CEAT,142,4,5,20,3,7,0,0,
8072-88159,Joan Morgan,F,1,BSHE-2011,0,CHE,120,4,4,21,3,7,0,0,
5470-40125,James Paterson,F,1,BSABT-2011,0,CA,123,4,4,19,3,8,1,0,
5342-89997,Jason Payne,F,1,BSIE-2011,0,CEAT,86,2,3,20,3,6,0,0,
3835-50615,Nicholas Greene,F,1,BSN-2011,0,CHE,122,4,4,19,3,4,0,0,
6913-23876,Andrew Churchill,F,1,BSCHE-2011-GEN,0,CEAT,166,4,5,20,3,3,0,0,
9275-06089,James Clark,F,1,BSCE-2011,0,CEAT,148,4,5,20,3,7,2,0,
1366-48890,Alison Hodges,F,1,BSBIO-2011,0,CAS,106,3,4,19,3,6,7,0,
0048-72019,Matt May,F,1,BSCHE-2011-GEN,0,CEAT,157,4,5,20,3,2,0,0,
2020-01431,Vanessa Bell,M,1,BSEE-2011,0,CEAT,142,3,5,19,3,3,0,0,
3799-86210,Dylan Skinner,M,1,BSSTAT-2011,0,CAS,57,2,2,19,3,6,8,0,
0670-29796,Elizabeth Wright,M,1,BSCHE-2011-PPT,0,CEAT,162,4,5,20,3,5,0,0,
9943-58165,Andrew Churchill,F,1,DVM-2002,0,CVM,119,3,4,21,3,7,2,0,
3611-60219,Ryan Metcalfe,F,1,DVM-2002,0,CVM,114,2,4,21,3,5,3,0,
0068-49093,Amy Dickens,F,1,BSFT-2011,0,CA,118,4,4,20,3,7,3,0,
9316-89166,Jane Baker,F,1,BSCHE-2011-PPT,0,CEAT,158,4,5,20,3,7,0,0,
7872-40258,Carolyn Wallace,F,1,BSN-2011,0,CHE,125,4,4,19,3,4,0,0,
0213-43896,Sam Lambert,F,1,DVM-2011,0,CVM,135,3,4,21,3,6,0,0,
9085-20548,Stephanie Sanderson,M,1,BSHE-2011,0,CHE,92,3,3,21,3,7,1,0,
9260-82985,Deirdre Welch,F,1,BSCE-2011,0,CEAT,154,4,5,20,3,7,1,0,
1000-05121,Alexandra Roberts,F,1,BSAM-2011,0,CAS,132,4,4,16,3,2,0,0,
6713-71866,Stephanie Sanderson,M,1,BSABT-2011,0,CA,124,4,4,19,3,7,1,0,
6682-59195,Alexandra Roberts,F,1,BSHE-2011,0,CHE,66,2,3,21,3,7,4,0,
5256-52533,Christopher Hunter,M,1,BSEE-2011-PR,0,CEAT,157,4,5,19,3,4,0,0,
3990-72746,Rachel Randall,M,1,BSF-2011,0,CFNR,78,3,3,21,3,7,6,0,
0221-31917,Michelle Wilkins,M,1,BSAECO-2011,0,CEM,130,4,4,18,3,2,0,0,
8303-40801,Madeleine May,M,1,BSCE-2011,0,CEAT,139,3,5,20,3,6,1,0,
8002-59121,Molly Rees,M,1,BSCHEM-2011,0,CAS,151,4,4,16,3,1,0,0,
1080-99761,Victor Abraham,F,1,BSECO-2011,0,CEM,131,4,4,16,3,5,0,0,
7197-82242,Alison Hodges,F,1,BSBIO-2011,0,CAS,96,3,4,19,3,6,9,0,
7365-10452,Blake Chapman,F,1,BSAECO-2011,0,CEM,133,4,4,18,3,2,0,0,
4108-27548,Julian Ellison,M,1,DVM-2011,0,CVM,145,3,5,21,3,6,1,0,
5230-42846,Thomas Fisher,M,1,BSEE-2011,0,CEAT,151,4,5,19,3,6,0,0,
4871-96712,William Forsyth,F,1,BACA-2011-PR,0,CAS,111,4,4,18,3,3,0,0,
6905-41154,Lillian Blake,M,1,BSABT-2011,0,CA,94,3,3,21,3,8,0,0,
9974-24513,Rebecca Bailey,F,1,BSDC-2008,0,CDC,57,2,3,18,3,7,1,0,
6551-78755,Austin Glover,M,1,BSHE-2011,0,CHE,126,4,4,21,3,4,0,0,
4338-34257,Cameron Harris,F,1,DVM-2002,0,CVM,91,2,3,21,3,6,0,0,
4457-62449,Sophie McGrath,F,1,BSA-2011-PR,0,CA,130,4,4,21,3,4,0,0,
2038-64020,Ian Manning,M,1,BSABE-2011,0,CEAT,165,4,5,19,3,3,0,0,
7615-80490,Lisa Quinn,M,1,BSCE-2011,0,CEAT,136,3,5,20,3,4,0,0,
8669-21560,Liam Blake,F,1,BSBIO-2011,0,CAS,121,4,4,19,3,6,2,0,
7970-63182,Penelope Graham,F,1,BSCS-2011-SP-PR,0,CAS,130,4,4,17,3,2,0,0,
6875-50433,Dylan Lewis,M,1,BSCHE-2011-GEN,0,CEAT,166,4,5,20,3,5,0,0,
6273-34878,Isaac Nolan,F,1,DVM-2002,0,CVM,85,2,3,21,3,6,0,0,
0273-21080,Julia Howard,F,1,BSABE-2011-PR,0,CEAT,161,4,5,19,3,7,4,0,
2024-42437,Fiona Peters,F,1,BSAECO-2011,0,CEM,126,4,4,18,3,6,0,0,
1676-47778,Sue Hart,F,1,BSIE-2013-SP,0,CEAT,155,4,5,16,3,7,3,0,
3364-64141,Eric Ince,F,1,DVM-2011,0,CVM,147,3,5,21,3,6,0,0,
2897-35137,Nicholas Greene,F,1,BACA-2011,0,CAS,65,2,3,18,3,6,4,0,
8515-03804,Thomas Howard,F,1,BSABE-2011,0,CEAT,154,4,5,19,3,7,4,0,
6851-80326,Jacob Clark,F,1,DVM-2002,0,CVM,126,3,4,21,3,6,0,0,
4560-54231,Andrew Churchill,M,1,BSCE-2011,0,CEAT,154,4,5,20,3,7,0,0,
7369-65874,Robert Buckland,F,1,BSCHE-2011-GEN,0,CEAT,157,4,5,20,3,6,0,0,
8180-69976,Kylie Gill,M,1,BSAC-2011,0,CA-CAS,71,2,3,20,3,6,14,0,
5380-04810,Theresa MacDonald,F,1,BSABM-2011,0,CEM,107,3,4,18,3,7,3,0,
4806-97655,Rebecca Bailey,F,1,BSN-2002,0,CHE,117,4,4,21,3,5,0,0,
9886-16978,Ava Dickens,F,1,BSBIO-2011,0,CAS,117,4,4,19,3,6,2,0,
3387-10739,Carolyn Welch,F,1,BACA-2011-PR,0,CAS,126,4,4,18,3,1,0,0,
2024-06175,Samantha Bell,F,1,BSABT-2011-PR,0,CA,132,4,4,19,3,7,0,0,
1043-72467,Stewart Manning,F,1,BSCHEM-2011,0,CAS,148,4,4,16,3,2,0,0,
6390-40091,Stephanie Russell,F,1,BSABM-2011,0,CEM,128,4,4,18,3,4,0,0,
2251-54635,Joan Wright,F,1,BSAECO-2011,0,CEM,120,4,4,18,3,6,2,0,
5854-63172,Sebastian North,F,1,BSCHE-2011-GEN,0,CEAT,159,4,5,20,3,7,0,0,
9210-82180,Piers Tucker,M,1,BSEE-2011,0,CEAT,119,3,4,20,3,6,0,0,
0236-39568,Christopher Cameron,M,1,BSEE-2011,0,CEAT,143,3,5,19,3,7,0,0,
3973-07424,Simon Brown,M,1,BSBIO-2011,0,CAS,130,4,4,19,3,4,0,0,
3200-38429,Rebecca Ball,F,1,BASOC-2002-TH,0,CAS,123,4,4,18,3,4,0,0,
7910-99434,Simon Brown,F,1,BSF-2011,0,CFNR,133,4,4,18,3,3,0,0,
4361-06533,Mary Anderson,F,1,BSCHE-2011-GEN,0,CEAT,156,4,5,20,3,6,0,0,
6267-96381,Lauren Bower,F,1,BSN-2011,0,CHE,123,4,4,19,3,4,0,0,
4763-34247,Justin Brown,F,1,BSDC-2008,0,CDC,135,4,4,19,3,3,0,0,
9960-44985,Ruth Bailey,F,1,BSCHEM-2011,0,CAS,151,4,4,16,3,1,0,0,
6297-48899,Thomas Carr,F,1,BSF-2011,0,CFNR,78,3,3,21,3,7,0,0,
0854-92522,Eric Ince,F,1,BSN-2002,0,CHE,92,3,3,21,3,5,0,0,
1349-44872,Jan Welch,F,1,BSCHEM-2011,0,CAS,151,4,4,16,3,1,0,0,
7263-35793,Rebecca Manning,F,1,BSFT-2011,0,CA,85,3,3,18,3,8,4,0,
1811-94525,Heather Blake,F,1,BSHE-2011,0,CHE,125,4,4,21,3,2,0,0,
4243-41260,Anne Knox,M,1,BSCS-2011-SP-PR,0,CAS,71,2,3,18,3,7,7,0,
4354-84642,Gordon Reid,F,1,BSBIO-2011,0,CAS,60,2,3,21,3,8,4,0,
9618-62585,William Forsyth,F,1,BSCHEM-2011,0,CAS,154,4,4,16,3,1,0,0,
4375-43088,Penelope Graham,F,1,BSABM-2011,0,CEM,116,4,4,18,3,6,0,0,
2799-55774,Lillian Taylor,M,1,BSAM-2011,0,CAS,132,4,4,16,3,2,0,0,
3266-59418,Carol Wright,M,1,BSMST-2011-BIO,0,CAS,130,4,4,12,3,3,0,0,
9691-73415,Liam Parsons,F,1,BSCHE-2011-ST,0,CEAT,139,3,4,21,3,7,4,0,
7760-35539,Hannah Skinner,M,1,BSABT-2011,0,CA,128,4,4,19,3,5,0,0,
8970-98663,Jane Parr,M,1,BSAM-2011,0,CAS,108,4,4,18,3,5,0,0,
8349-90286,Christian Morrison,F,1,BSA-2011,0,CA,106,3,4,21,3,8,4,0,
2620-43929,Bernadette Cornish,M,1,BSCHE-2011-ST,0,CEAT,133,3,4,21,3,7,3,0,
2710-97257,Jan Peake,F,1,BSABT-2011,0,CA,125,4,4,19,3,1,0,0,
